domain,requested_length,metric,baseline_generated_mean,candidate_generated_mean,real_mean,baseline_generated_over_real,candidate_generated_over_real,baseline_ratio_distance_from_one,candidate_ratio_distance_from_one,candidate_moves_closer_to_real_ratio,ratio_closeness_improvement,baseline_ci_low,baseline_ci_high,candidate_ci_low,candidate_ci_high
diversity,64,distance_map_rmse,0.4786933799479852,0.6170191615174806,0.7294407198683669,0.6562471314109927,0.8458797880502563,0.34375286858900733,0.15412021194974368,True,0.18963265663926365,0.4707718846773147,0.4879059214944939,0.6012399032560205,0.6340197659027111
diversity,64,contact_hamming_distance,0.1110714285714285,0.0668521825396825,0.0851185515873016,1.304902709223247,0.785400847324285,0.304902709223247,0.21459915267571505,True,0.09030355654753197,0.1088333457341269,0.1134213665674603,0.0646450396825396,0.0689654017857142
diversity,64,contact_jaccard_distance,0.7657698526002913,0.6294940051611716,0.7594946373190657,1.0082623562733457,0.828832718797354,0.008262356273345706,0.17116728120264602,False,-0.1629049249293003,0.7562628693438969,0.77628376055801,0.6138578486105098,0.6426772770959985
diversity,64,descriptor_distance,2.9198255232864696,7.763692481776492,10.525977484215382,0.2773923398244963,0.7375744906749824,0.7226076601755037,0.2624255093250176,True,0.4601821508504861,2.802279424838154,3.0565443029465253,7.361005116435081,8.145897778667631
diversity,128,distance_map_rmse,0.3816088296383973,0.533874887381744,0.6322622773976786,0.6035609639864281,0.8443883281778471,0.3964390360135719,0.15561167182215285,True,0.24082736419141904,0.3722492325859783,0.391763787703192,0.5261678258538904,0.5430922643496913
diversity,128,contact_hamming_distance,0.0597721456692913,0.0553897637795275,0.0650063976377952,0.9194809717396076,0.8520663471947795,0.08051902826039237,0.14793365280522053,False,-0.06741462454482816,0.0582860051673228,0.0611970472440944,0.0542495970718503,0.0563324649360236
diversity,128,contact_jaccard_distance,0.7906203851544228,0.8272509286148515,0.8952332217941983,0.8831445995378571,0.9240619186996896,0.11685540046214293,0.07593808130031043,True,0.0409173191618325,0.7769766628674626,0.8026708717333396,0.8171478520470192,0.8354570514772212
diversity,128,descriptor_distance,1.2596886649467656,3.872023747241355,8.158387007142082,0.1544041320721851,0.4746065299245643,0.8455958679278149,0.5253934700754357,True,0.32020239785237925,1.1851776717988327,1.3318062002464406,3.6225972470218304,4.12984155566338
diversity,256,distance_map_rmse,0.4162485446639359,0.5161818986912826,0.5488214904720499,0.7584406804221789,0.9405278540519734,0.24155931957782106,0.05947214594802663,True,0.18208717362979443,0.4132825339665592,0.4189008551058767,0.5105479814950583,0.5215699431771205
diversity,256,contact_hamming_distance,0.0316378982843137,0.0246580269607843,0.0348865480077568,0.9068795880085138,0.706806157929462,0.09312041199148624,0.293193842070538,False,-0.20007343007905176,0.0311800566789215,0.0320430905330882,0.0242985125612745,0.0250091980698529
diversity,256,contact_jaccard_distance,0.8005451042063203,0.7777180368557941,0.8650482969442487,0.925433998349244,0.8990457984866909,0.074566001650756,0.10095420151330914,False,-0.02638819986255314,0.7956121059890605,0.8049229115683224,0.7716358912871369,0.7838337085015221
diversity,256,descriptor_distance,1.2757436833145177,5.033007543678933,5.411224738267388,0.2357587690440291,0.9301050662498348,0.764241230955971,0.0698949337501652,True,0.6943462972058058,1.217107732455465,1.3488753542377214,4.740551844050144,5.348691860874364
diversity,384,distance_map_rmse,0.3764149148537238,0.4652031615220474,0.5532789635518128,0.680334767180198,0.8408112221286045,0.31966523281980197,0.15918877787139551,True,0.16047645494840646,0.3746041541523948,0.3781578518678309,0.461484863240533,0.4694628320811011
diversity,384,contact_hamming_distance,0.0299301294604003,0.0151023308311575,0.0254495872685015,1.1760555935397945,0.5934214441995844,0.1760555935397945,0.4065785558004156,False,-0.23052296226062108,0.0294750210781114,0.0303818769038294,0.0148645078600957,0.0153417197019147
diversity,384,contact_jaccard_distance,0.8705916685023795,0.7176578083418115,0.8841517087518893,0.9846632199934876,0.8116908006148531,0.015336780006512396,0.1883091993851469,False,-0.1729724193786345,0.8656485658414178,0.8754123118353898,0.7120723637811307,0.723835027119309
diversity,384,descriptor_distance,0.7084790865345489,3.853017704050161,7.412381982192863,0.0955804879236612,0.5198083036339005,0.9044195120763387,0.4801916963660995,True,0.42422781571023926,0.6865858132110375,0.7319191721112601,3.654803428970664,4.036377008132573
diversity,500,distance_map_rmse,0.3616235516751173,0.4639407764616503,0.4449541356445454,0.8127209586473035,1.0426710065063256,0.18727904135269646,0.042671006506325604,True,0.14460803484637086,0.3582002007661513,0.3646868943477994,0.4571288838704895,0.4716130231171456
diversity,500,contact_hamming_distance,0.0238634068136272,0.0111226185704742,0.017604637928196,1.3555181828197127,0.6318004730253514,0.3555181828197127,0.36819952697464864,False,-0.012681344154935936,0.0230695136940547,0.0245257374749499,0.0107128557114228,0.0115026432865731
diversity,500,contact_jaccard_distance,0.8666517837805251,0.7134705944697327,0.8052460353283853,1.0762571260932667,0.8860280748588524,0.07625712609326674,0.11397192514114762,False,-0.03771479904788089,0.8570511444474546,0.8754338438496915,0.703191709725394,0.7240623778734208
diversity,500,descriptor_distance,0.7603877151569998,5.148908939138907,2.801798520790025,0.2713927177542348,1.8377156319174104,0.7286072822457652,0.8377156319174104,False,-0.10910834967164518,0.7004412730902266,0.8312033655321719,4.728024445095175,5.63872336473953
